PUBLICATION_DATE,SITE_ID,UID,DATE_COL,VISIT_NO,AGKFFACT,BFI,CANALDENS,CAO,CBNF,CLAY,COALMINEDENS,COMPSTRGTH,DAMDENS,DAMNIDSTOR,DAMNRMSTOR,ELEV,FE2O3,FERT,HUDEN2010,HYDRLCOND,INORGNWETDEP_2008,K2O,KFFACT,MANURE,MERCDEP,MGO,MINEDENS,N,NA2O,NABD_DENS,NABD_NIDSTOR,NABD_NRMSTOR,NH4_2008,NO3_2008,NPDESDENS,OM,P2O5,PCTAG2006SLP10,PCTAG2006SLP20,PCTALKINTRUVOL,PCTALLUVCOAST,PCTBL2006,PCTBL2011,PCTCARBRESID,PCTCOASTCRS,PCTCOLLUVSED,PCTCONIF2006,PCTCONIF2011,PCTCROP2006,PCTCROP2011,PCTDECID2006,PCTDECID2011,PCTEOLCRS,PCTEOLFINE,PCTEXTRUVOL,PCTFIRE2000,PCTFIRE2001,PCTFIRE2002,PCTFIRE2003,PCTFIRE2004,PCTFIRE2005,PCTFIRE2006,PCTFIRE2007,PCTFIRE2008,PCTFIRE2009,PCTFIRE2010,PCTFRSTLOSS2001,PCTFRSTLOSS2002,PCTFRSTLOSS2003,PCTFRSTLOSS2004,PCTFRSTLOSS2005,PCTFRSTLOSS2006,PCTFRSTLOSS2007,PCTFRSTLOSS2008,PCTFRSTLOSS2009,PCTFRSTLOSS2010,PCTFRSTLOSS2011,PCTFRSTLOSS2012,PCTFRSTLOSS2013,PCTGLACLAKECRS,PCTGLACLAKEFINE,PCTGLACTILCLAY,PCTGLACTILCRS,PCTGLACTILLOAM,PCTGRS2006,PCTGRS2011,PCTHAY2006,PCTHAY2011,PCTHBWET2006,PCTHBWET2011,PCTHYDRIC,PCTICE2006,PCTICE2011,PCTIMP2006,PCTIMP2011,PCTMXFST2006,PCTMXFST2011,PCTNONAGINTRODMANAGVEG,PCTNONCARBRESID,PCTOW2006,PCTOW2011,PCTSALLAKE,PCTSHRB2006,PCTSHRB2011,PCTSILICIC,PCTURBHI2006,PCTURBHI2011,PCTURBLO2006,PCTURBLO2011,PCTURBMD2006,PCTURBMD2011,PCTURBOP2006,PCTURBOP2011,PCTWATER,PCTWDWET2006,PCTWDWET2011,PCVPY,PCVPY_PT,PERM,PESTIC97,PIP,PIP_PT,POPDEN2010,PRECIP8110,PSUM6M,PSUM6M_PT,PSUMPY,PSUMPY_PT,RCKDEP,RDCRS,RDDENS,RUNOFF,S,SAND,SIO2,SN_2008,SUPERFUNDDENS,TIP,TIP_PT,TMAX8110,TMEAN8110,TMEANPW,TMEANPW_PT,TMEANPY,TMEANPY_PT,TMIN8110,TRIDENS,WETINDEX,WSAREASQKM,WTDEP
6/23/2021,NLA17_IL-10003,1000174,6/28/2017,1,0.068072591,16.90863579,0,9.89953804,6.991239049,27.28,0,75.26889801,1.390627173,608935.3358,324193.7422,161.7210263,2.776616096,17.29411765,245.3541833,0.093369,5.896490156,1.862972021,0.37,0.183979975,13.81206036,1.349712014,0,0.088740997,0.507547975,0,0,0,4.222217694,11.6179525,0,0.48,0.154332995,0,0,0,0,0,0,0,0,0,0,0,18.3979975,18.3979975,16.7709637,16.7709637,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125156446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.86107635,15.50938673,0,0,0.750938673,0,8.010012516,8.010012516,0,0,0,0,0,0,25.40675845,23.40425532,7.008760951,9.386733417,24.40550688,24.03003755,0,0,0,69.19204712,110.1432495,3.32,30.25419266,127.6069946,127.6069946,623.4228251,1065.791104,83.40650177,83.40650177,110.1432495,110.1432495,152.4,0,5.554184774,244,0.440647006,4.6,51.72309113,795.2824482,0,21.49840164,21.49840164,18.58401151,13.31651514,3.115666866,3.115666866,14.89833355,14.89833355,8.045568866,0,485.6107635,0.7191,162.45
6/23/2021,NLA17_IL-10004,1000175,6/29/2017,1,0.101849814,41.57100372,0,12.06018162,11.52178439,28.88801487,0.660883932,60.4852829,0,0,0,203.6850885,2.212491989,23.30542751,8.515911515,0.077128001,5.579648578,1.188498974,0.394856506,0,11.43132765,1.57238102,0,0.205516994,0.499646991,0,0,0,4.318388045,9.882488346,0,0.789546468,0.183538005,3.078066914,0.252788104,0,0,0,0,0,0,0,0,0,18.8401487,18.64684015,51.52416357,51.03345725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029739777,0.044609665,0.014869888,0.044609665,0,0,0.104089219,0.074349442,0.074349442,0,0.505576208,0,0,0,0,100,0,0,7.345724907,7.345724907,0,0,0,0,0,1.766394052,1.870780669,0,0,0.743494424,0,13.9330855,13.99256506,0,0,0,0,0,0,5.36802974,4.520446097,0.327137546,0.475836431,1.115241636,2.43866171,0,1.546468401,1.546468401,64.74261205,89.68458557,1.467733829,52.33009741,98.62872513,100.7144012,18.07250099,981.0168163,65.14461983,64.59200287,89.87640374,89.68458557,152.4,0,1.451253117,281,0.489445001,8.95645948,43.47472,668.5999709,0,19.16079451,19.16080093,16.44009746,10.77183274,-0.202088653,-0.193000033,12.51259279,12.51141739,5.097817753,0,454.7888476,6.0525,154.2439584
6/23/2021,NLA17_IL-10004,1000410,8/9/2017,2,0.101849814,41.57100372,0,12.06018162,11.52178439,28.88801487,0.660883932,60.4852829,0,0,0,203.6850885,2.212491989,23.30542751,8.515911515,0.077128001,5.579648578,1.188498974,0.394856506,0,11.43132765,1.57238102,0,0.205516994,0.499646991,0,0,0,4.318388045,9.882488346,0,0.789546468,0.183538005,3.078066914,0.252788104,0,0,0,0,0,0,0,0,0,18.8401487,18.64684015,51.52416357,51.03345725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029739777,0.044609665,0.014869888,0.044609665,0,0,0.104089219,0.074349442,0.074349442,0,0.505576208,0,0,0,0,100,0,0,7.345724907,7.345724907,0,0,0,0,0,1.766394052,1.870780669,0,0,0.743494424,0,13.9330855,13.99256506,0,0,0,0,0,0,5.36802974,4.520446097,0.327137546,0.475836431,1.115241636,2.43866171,0,1.546468401,1.546468401,64.74261205,89.68458557,1.467733829,52.33009741,98.62872513,100.7144012,18.07250099,981.0168163,65.14461983,64.59200287,89.87640374,89.68458557,152.4,0,1.451253117,281,0.489445001,8.95645948,43.47472,668.5999709,0,19.16079451,19.16080093,16.44009746,10.77183274,-0.202088653,-0.193000033,12.51259279,12.51141739,5.097817753,0,454.7888476,6.0525,154.2439584
6/23/2021,NLA17_IL-10005,1000453,8/16/2017,1,0.132120787,13,0,9.89953804,7.900280899,27.24019663,0,75.26889801,0,0,0,137.3569382,2.776616096,15.48455056,61.12513903,0.093369,5.14272016,1.862972021,0.417851124,0,18.51258711,1.349712014,0,0.088740997,0.507547975,0,0,0,3.53549922,10.6383464,0,0.573307584,0.154332995,0,0,0,0,0,0,0,0,0,0,0,4.634831461,4.634831461,49.29775281,49.50842697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070224719,0,0,0.351123596,0,0,0.070224719,0,0,0,0,0,100,1.053370787,1.053370787,26.96629213,31.67134831,0,0,0,0,0,1.773876404,1.348314607,0,0,0.210674157,0,4.353932584,4.353932584,0,0,0,0,0,0,1.825842697,1.825842697,0,0,11.86797753,6.952247191,0,0,0,87.20763929,112.53508,1.714803371,25.61962573,152.10388,152.0261993,126.7315817,1161.881457,105.8396679,105.7786636,112.5143685,112.53508,152.4,0,2.80836021,327,0.440647006,10.49377107,51.72309113,684.176745,0,21.38560989,21.39120102,18.96418988,13.23616197,4.090868966,4.09800005,15.16896978,15.1742506,7.505109652,0,472.6601124,1.2816,72.84070927
6/23/2021,NLA17_IL-10006,1000094,6/7/2017,1,0.2,33.525,0,0.614511013,30,44.15,0,0.62577498,0,0,0,235.94975,11.53610039,50.625,2.143626721,0.027089,5.675059319,3.055305958,0.32,0.625,11.25403347,1.425915003,0,0.149838001,1.041664004,0,0,0,4.036999226,11.26944923,0,2.13,0.182227001,0,0,0,0,0,0,0,0,0,0,0,62.5,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.74877548,94.04283142,0.92,239.2280205,121.4290009,121.4290009,4.84820249,965.6789276,70.31483459,70.31483459,94.04283142,94.04283142,152.4,0,1.000423193,325,0.036614001,12,52.81184006,744.0870361,0,18.80460167,18.80460167,16.10665073,10.45605216,0.154000059,0.154000059,12.22875023,12.22875023,4.797512651,0,757.85,0.036,42.21
6/23/2021,NLA17_IL-10007,1000438,8/14/2017,1,0,13.91544834,0,1.722899282,0,22.83,0,74.53154738,0.270738575,300555.5556,239442.5926,176.6811866,4.014850935,0,2.820573143,0.567577063,4.7952152,1.683862402,0.4,0,18.41417589,1.221779721,0,0.140224475,0.601760805,0,0,0,3.184049925,10.30653487,0,0.48,0.150300804,0,0,0,0,0,0,0,0,100,19.54191033,19.54191033,0,0,70.5165692,70.3460039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024366472,0,0,0,0,0,0.316764133,0,0,0.073099415,0,0.048732943,0,0,0,0,0,1.169590643,1.340155945,0,0,0,0,0,0,0,0.450779727,0.450779727,0.877192982,0.877192982,0,0,2.923976608,2.923976608,0,0,0,0,0,0,0.097465887,0.097465887,0,0,4.873294347,4.873294347,0,0,0,72.52187432,114.5481644,3.56,1.672038285,109.4715678,112.0144043,5.7067358,1175.817795,93.53802882,94.83683777,113.7768768,114.5481644,138.6,0,1.454114375,385,0.350861929,16.63,68.64203316,650.5183913,0,21.12460524,21.19760132,31.53160343,13.54771916,4.269870255,4.246666908,15.00080386,15.02775097,-4.165886802,0,675.831384,3.6936,95.09
6/23/2021,NLA17_IL-10009,1000214,7/12/2017,1,0.228995073,33.7942168,0,10.59519131,26.61294087,28.17685555,2.881512218,70.50908002,0.288151222,365203.0602,204549.2566,191.7361242,2.594987445,55.08259855,25.31058785,0.088139954,5.383487095,1.645814789,0.37,0,11.46006904,1.421403811,0,0.126338871,0.505004128,0.288151222,365203.0602,204549.2566,4.084691635,9.81829406,0,0.462966805,0.163736009,0.531639004,0.064834025,0,0,0,0,0,0,0,0,0,41.28630705,42.63485477,20.38381743,19.91701245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012966805,0,0,0.012966805,0,0,0.012966805,0,0,0,0,100,0,0.324170124,20.60425311,17.41441909,0,0,0,0,0,3.680757261,4.351919087,0,0,0.05186722,0,4.953319502,4.875518672,0,0,0,0,0,0,8.065352697,11.03475104,0.246369295,0.752074689,4.382780083,2.96939834,0,0.07780083,0.07780083,61.30287942,95.90258026,2.998800571,123.5748127,93.28196564,92.09339905,66.84599363,935.4491166,69.97243947,69.35466766,96.14465413,95.90258026,152.4,0.000778008,2.644428485,270,0.45635829,5.018176867,49.06739798,657.005813,0,19.54196684,19.57120132,30.38991141,10.78964316,0.184508743,0.230000064,12.84339396,12.88008404,-9.108882559,0,906.8845954,6.9408,152.3426465
6/23/2021,NLA17_IL-10010,1000470,8/22/2017,1,0.027909238,15,0,12.06018162,2.858995138,28.17106159,0.900332364,60.4852829,,,,125.7035575,2.212491989,5.445705024,18.48530248,0.077128001,5.431291342,1.188498974,0.41,0,8.297129444,1.57238102,0,0.205516994,0.499646991,,,,3.857948124,10.80930758,0,0.66,0.183538005,2.188006483,0.081037277,0,0,0,0,0,0,0,0,0,0,0,16.36952998,16.36952998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243111831,0.162074554,0,0,0,0,0,0,0,0,0,0,0.243111831,0,100,0,0,0,58.83306321,58.83306321,6.80713128,6.80713128,0,0,0,0,0,1.354943274,1.354943274,0,0,0.162074554,0,10.69692058,10.69692058,0,0,0,0,0,0,2.8363047,2.8363047,0,0,4.213938412,4.213938412,0,0.243111831,0.243111831,64.45689721,101.7044144,1.261604538,4.898340225,95.49118317,95.188797,41.45466349,1088.497925,76.83476969,76.30867004,101.3737451,101.7044144,152.4,0,2.779174089,281,0.489445001,10.713417,43.47472,724.430603,0,21.56459929,21.58740044,19.24959946,13.34975624,3.591097036,3.625333309,15.04564918,15.05533409,7.449752331,,832.7317666,1.110700937,1.70517E-08
6/23/2021,NLA17_IL-10011,1000131,6/16/2017,1,0.171851852,27.94179894,0,28.71500015,19.64021164,35.05,0,120.5733795,1.175778954,942694.8854,464095.9436,233.0558519,1.215000033,39.77142857,13.22863598,0.055675,5.844321514,0.529999971,0.35,0,14.72092628,14.32499981,0,0.059999999,0.170000002,0,0,0,4.181179092,11.5385259,0,4.27,0.055,0,0,0,0,0,0,0,0,0,0,0,44.97354497,44.97354497,5.291005291,6.243386243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,16.2962963,15.34391534,4.126984127,4.126984127,0,0,0,0,0,6.929100529,6.929100529,3.174603175,3.174603175,1.26984127,0,3.597883598,3.597883598,0,0,0,0,0,0,9.523809524,9.523809524,5.82010582,5.82010582,4.761904762,4.761904762,0,2.433862434,2.433862434,58.67861948,106.3579178,1.61,71.25022135,116.0541814,115.0067978,34.75703715,996.0189896,79.81995024,79.47333527,106.7721217,106.3579178,152.4,0,4.400650339,373,0.041000001,10.96191534,12.98499966,759.4979539,0,18.32903017,18.3132019,29.20000076,10.04426174,-0.896170749,-0.923333347,11.75101602,11.73391724,-9.699999809,0,945.3883598,0.8505,98.45
6/23/2021,NLA17_IL-10012,1000398,8/8/2017,1,0,35.31147541,0,12.06018162,0,29.1914307,0,60.4852829,0,0,0,230.1123547,2.212491989,0,2.29895456,0.077128001,5.534329414,1.188498974,0.382459016,0,12.03479418,1.57238102,0,0.205516994,0.499646991,0,0,0,4.346529007,9.584880829,0,0.50852459,0.183538005,0,0,0,0,0,0,0,0,0,0,0,0,0,72.87630402,72.87630402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149031297,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0.628912072,0.628912072,0,0,1.043219076,0,17.4366617,17.4366617,0,0,0,0,0,0,1.341281669,1.490312966,0,0,2.682563338,2.533532042,0,5.66318927,5.66318927,65.61499156,93.68424988,2.160611028,21.00756793,112.8818482,113.7910004,3.991869521,941.8141023,66.11102356,66.85800171,94.4085981,93.68424988,152.4,0,0.527365959,281,0.489445001,7.168181818,43.47472,651.4710693,0,18.62866927,18.72940063,15.69902081,10.10881872,-0.923056685,-0.827333391,11.92880469,12.03008366,4.51004503,0,501.8688525,0.6039,150.2142772
6/23/2021,NLA17_IL-10013,226820,6/12/2017,1,0.030392497,35.99687391,0,1.409343232,4.93365752,25.11301494,0,0.642294259,0.77187295,223741.1138,152334.3754,226.4321396,8.827446611,8.843348385,141.055227,0.284610123,5.555491118,2.543394452,0.331312956,0,11.08282318,1.276636339,0,0.150131017,1.74151409,0.77187295,223741.1138,152334.3754,3.925496273,11.10780962,0,0.919815908,0.191601747,0,0,0,0,0,0,0,0,0,0,0,9.308787774,7.954150747,1.840916985,1.840916985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034734283,0,0,0,0,0,0,0.208405696,0,0,0,0,100,0,0,0,0,0,0,0,0,0,20.88190344,21.86175755,0,0,0,0,3.369225425,3.369225425,0,0,0,0,0.173671414,0.416811393,41.09065648,41.33379646,5.8353595,7.189996527,38.38138242,37.89510247,0,0,0,53.63645298,91.87249756,2.890156304,74.33799825,84.45605923,84.36360168,363.9576071,999.5276699,67.72378942,67.79799652,91.87415476,91.87249756,152.4,0.0024314,6.300135768,278,0.071138142,20.21244182,60.77955763,742.016868,0,19.4190122,19.42080116,30.01194864,10.73160613,0.707501802,0.706333339,12.75401324,12.75483418,-8.526953906,0,837.9152484,2.5911,127.6301806
6/23/2021,NLA17_IL-10021,1000444,8/15/2017,1,0.297964408,14,0,11.59034333,18.61896636,20.9413018,0.270870578,63.85075583,0,0,0,134.3460885,2.336261035,36.49317406,4.640132185,0.079961191,4.974769102,1.228840743,0.400099951,0,18.51624069,1.570674145,0,0.169992447,0.523567737,0,0,0,3.374342723,10.44722812,0,0.842518284,0.192128376,1.474890297,0.048756704,0,0,0,0,0,0,16.06533398,0,0,0,0,8.142369576,8.142369576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012189176,0,0,0,0.073135056,0,39.4319844,0,0,44.50268162,1.462701121,1.462701121,74.47586543,74.47586543,0,0,0,0,0,0.812896148,0.812896148,0,0,0.231594344,0,11.75036568,11.75036568,0,0,0,0,0.06094588,0.06094588,1.999024866,1.999024866,0,0,2.10872745,2.10872745,0,0,0,90.01652712,112.0004959,1.953139932,18.30531344,141.3522587,137.592392,10.00460491,1205.712254,93.27087886,92.64949799,113.3316752,112.0004959,152.4,0,1.111131609,385,0.517881994,8.780903218,46.08244702,668.3330988,0,21.36607275,21.34700203,19.16928647,13.27758341,4.189694312,4.146000385,15.16067412,15.13325024,7.379799664,0,528.2529254,7.3836,31.07222696
6/23/2021,NLA17_IL-HP001,227373,6/15/2017,1,0.016819923,45.18630268,0,0.966030498,2.055555556,20.45719828,0,1.435191992,0,0,0,228.0385728,21.2209739,4.444444444,49.08150917,241.6524882,5.911619817,1.682539756,0.270191571,0.111111111,11.0621176,0.722265334,0,0.440000995,1.239939249,0,0,0,4.380328829,11.15000104,0,15.72708333,0.116501811,1.053639847,0,0,0,0,0.478927203,0,0,0,0,0,0,0,27.96934866,28.59195402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.18007663,1.819923372,0,0,0,7.040229885,6.752873563,5.555555556,6.27394636,25.43103448,24.85632184,0,0,0,2.534482759,2.534482759,0.814176245,0.814176245,2.059386973,0,14.79885057,13.60153257,0,1.101532567,0.909961686,0,1.149425287,1.149425287,1.867816092,1.867816092,0.814176245,0.814176245,1.963601533,1.963601533,0,11.49425287,11.92528736,35.9859,82.53691864,9.718362069,87.57519345,145.3265956,141.0713959,126.8095697,924.4456228,74.73902438,75.59566498,82.86661897,82.53691864,152.4,0,1.482970106,281,0.041506718,30.67034004,45.8415127,686.9316129,0,17.21456545,17.17259979,28.49947318,8.882517438,-2.164492418,-2.203666687,10.54657446,10.49991703,-11.43357254,0,919.4224138,1.8792,94.50545977
6/23/2021,NLA17_IN-10002,1000193,7/6/2017,1,0.048645054,26,0,9.973174095,4.992518703,24.08,0,67.86396027,0,0,0,162.1491937,2.077857018,8.064837905,3.037350109,0.164030999,6.004323483,1.257586002,0.38,0,18.17166361,1.474225998,0,0.159940004,0.473881006,0,0,0,4.080922127,12.58734131,0,0.42,0.166260004,0,0,0,0,0,0,0,0,100,0,0,10.97256858,10.97256858,69.32668329,69.32668329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82876143,1.82876143,0,0,0,0,0,0.836242727,0.836242727,0,0,0,0,11.4713217,11.4713217,0,0,0,0,0,0,0,0.665004156,0,0,6.400665004,5.735660848,0,0,0,82.22690582,111.3639984,3.43,29.51462903,156.5805969,156.5805969,6.772273448,1188.292913,112.3793335,112.3793335,111.3639984,111.3639984,97.53,0,2.261801826,401,0.350088,18.41,49.70237732,816.7158813,0,20.9362011,20.9362011,31.31429688,13.156344,3.911000252,3.911000252,14.80466747,14.80466747,-5.207564268,0,759.677473,1.0827,140.66
6/23/2021,NLA17_IN-10003,231520,7/12/2017,1,0.195036206,52.20831832,0.035921514,0.77979939,28.14633692,25.2633295,0,0.959638435,0.047488309,36346.33346,23560.05568,275.1520694,15.11038535,47.30588034,25.00031924,93.00674276,5.453180633,2.470874378,0.281695841,5.252547578,13.97834397,1.125563594,0,0.258719134,1.189045574,0.047488309,52048.85326,26744.07315,3.742785351,11.31175149,0,12.90801185,0.157043749,0.556529066,0.000610564,0,0,0,0.065635628,0,0,0,0.27322738,0.28696507,62.14045414,62.10778896,14.87425435,14.94172167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007021486,0.002442256,0.008242614,0.008853178,0.009769024,0.001221128,0.025643687,0.00763205,0.011600716,0.004273948,0.00305282,0.00915846,0.020759175,37.94044559,0,51.55754871,0,10.5020057,0.195380473,0.189580115,2.335101934,2.335101934,2.323501218,2.322890654,0,0,0,1.042034277,1.099839422,0,0,0.002442256,0,6.348644243,6.353528755,0,0.279638302,0.279638302,0,0.042434196,0.060751116,1.324007986,1.526409945,0.180726937,0.301618605,6.871897572,6.417637972,0,2.810731272,2.810731272,33.8334929,84.75816345,5.28570282,120.4068727,122.4206523,118.4512024,38.95276459,976.0024949,79.682551,76.38883209,89.90643511,84.75816345,152.4,0.000341916,2.074504133,358.3253176,0.038588918,28.58738569,50.85248259,691.113445,0,17.80542509,17.8268013,28.73714005,9.955908766,-0.294315271,-0.295333356,11.4850885,11.52541733,-8.932474341,0.013568088,884.5713475,294.8094,84.52424211
6/23/2021,NLA17_IN-10004,1000205,7/10/2017,1,0.106193593,59.77950308,0,0.750679961,13.49184311,21.68629941,0,1.390730531,0.031758962,126492.9902,108707.974,312.773614,19.22496856,18.05709467,32.38012792,168.4426209,5.202710533,2.01705867,0.279214037,0.769048827,13.85737034,0.867194196,0,0.365451701,1.17372659,0.023819222,124338.4178,108707.974,3.563791131,10.82000854,0,6.753864513,0.130551065,0.711003766,0.039301716,0,0,0.111473957,0.369436128,0,0,0,0.25367471,0.2601059,20.03387093,20.15677812,8.612077775,9.047254954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027153913,0.013576956,0.005002037,0.043589176,0.001429153,0,0.032155949,0.01071865,0.011433226,0.00643119,0.000714577,0.023581029,0.067884782,74.18377482,0,25.81622518,0,0,1.117597879,1.279092202,15.0254032,16.75396411,0.540934523,0.579521662,0,0,0,4.998406494,5.026953831,0.081461738,0.070743088,0.254389287,0,9.959769335,10.0219375,0,0.064311898,0.061453592,0,1.051142251,1.07472328,5.912407194,5.941704837,2.466004016,2.496016235,11.89841578,9.295213051,0,22.87145481,22.59205534,35.30127981,88.2448349,7.735245703,86.6687399,102.6082605,98.20220184,49.82885708,966.7466585,75.2475818,74.07116699,91.0392439,88.2448349,152.4,0.000321559,2.975599577,373,0.032597673,34.60164034,47.19731503,662.7169303,0,17.21509915,17.31380081,28.53505013,9.187699588,-1.022515434,-0.957000017,10.69376002,10.77358341,-9.094448043,0.055578184,895.6608067,125.9487,121.3438178
6/23/2021,NLA17_IN-10005,1000140,6/22/2017,1,0.248228794,46.55603943,0.000780439,0.614511013,27.61761607,30.97678163,0,0.62577498,0,0,0,300.0261724,11.53610039,55.23523214,12.09050657,0.027089,5.189217261,3.055305958,0.32685327,2.301468006,13.97074082,1.425915003,0,0.149838001,1.041664004,0.026014636,1636.515183,0,3.556243304,10.78333733,0,9.345512163,0.182227001,0.70005385,0,0,0,0,0,0,0,0,0.159209571,0.159209571,69.21167849,68.97286413,12.85149025,12.84914893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004682634,0,0.007023952,0.023413172,0,0,0.002341317,0,0,0.009365269,0,0.004682634,0,0,100,0,0,0.035119758,0.035119758,7.503921706,7.503921706,0.749221512,0.749221512,0,0,0,0.448526141,0.5581232,0,0,0,0,1.727892112,1.727892112,0,0.145161668,0.145161668,0,0,0.011706586,0.327784412,0.501041886,0.021071855,0.215401185,5.047879937,4.909742221,0,2.219568729,2.219568729,21.85849248,81.59841919,2.95596474,125.0333081,122.2962935,118.148201,28.58212591,984.1368631,82.79200574,79.90183258,82.6551773,81.59841919,152.4,0.000257545,2.120093611,372.3799958,0.036614001,20.19344361,52.81184006,659.59199,0,17.59507586,17.65280151,28.84543033,9.753835839,-0.50771035,-0.498666674,11.22023953,11.25816727,-8.937353136,0.026014636,875.9333193,38.4399,72.74416754
6/23/2021,NLA17_IN-10006,238970,8/12/2017,1,0.070092166,25.70506912,0,8.685110092,3.235023041,25.95,0,82.13162994,0,0,0,244.3659293,2.869342089,5.571428571,9.312963566,0.019148,7.029011239,2.052639008,0.39,0.179723502,17.35853893,4.540234089,0,0.072336003,0.530794024,0,0,0,4.802550298,14.65239142,0,0.44,0.143023998,0,0,0,0,0,0,0,0,0.614439324,5.683563748,5.683563748,17.97235023,17.97235023,60.06144393,59.9078341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153609831,0,0,0,0,0,0,0.460829493,0,0,0,0,99.38556068,2.764976959,2.91858679,0,0,0,0,0,0,0,0.172043011,0.172043011,0,0,0,0,10.29185868,10.29185868,0,0,0,0,0,0,0,0,0,0,3.225806452,3.225806452,0,0,0,63.7550621,123.4663315,3.55,5.376041613,109.7636032,109.7636032,19.54379133,1190.141197,84.24266815,84.24266815,123.4663315,123.4663315,144.01,0,2.367810453,394,0.191179007,16.68,53.14800644,936.9390094,0,19.63920021,19.63920021,17.22412924,11.69868587,2.158333302,2.158333302,13.48683453,13.48683453,6.167859801,0,436.6528418,0.5859,148.89
6/23/2021,NLA17_IN-10008,232220,7/14/2017,1,0.157061551,51.01076456,0.493145644,1.409934998,33.61391112,13.46600276,0,0.641452014,0.061336523,3858.526083,0,228.6478857,8.814266205,70.24598399,5.05669754,0.029162001,6.215123484,2.544300079,0.206723158,0.920728678,15.06174088,1.277251005,0,0.149838001,1.742033005,0.061336523,3858.526083,0,4.335065474,12.65458919,0,2.088873309,0.191681996,0.077284019,0,0,0,0,0,0,0,0,0.126966602,0.126966602,73.57990616,73.57990616,4.852332321,4.852332321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022081148,0.005520287,0,0,0.005520287,0.011040574,0.011040574,0.005520287,0,0,0,0,100,1.98730334,1.98730334,2.815346398,2.815346398,2.070107646,2.070107646,0,0,0,0.603091361,0.603091361,0,0,0,0,5.608611648,5.608611648,0,0.270494066,0.270494066,0,0,0,0.855644494,0.971570522,0.027601435,0.022081148,6.282086669,6.171680927,0,1.523599227,1.523599227,34.63281692,90.01983643,14.94109467,147.4983266,116.0888998,116.7916031,8.601460773,1018.889962,74.35682382,74.98600006,89.08432516,90.01983643,152.4,0.000441623,2.563231902,358,0.071177997,54.08525752,60.79529572,809.7073904,0,17.89351902,17.87440109,29.49677062,9.897017874,-0.41368625,-0.42899999,11.54541433,11.52658367,-9.000772843,0,930.1228816,16.3035,116.0506299
